Political Affiliation,tweet,Politician,Word Count,created_time,number of retweets,number of likes
Democrats,"Swing by our office!

We’ve barely had time to hang anything up, three of my staffers are expecting babies, and we’ve got a bach pad/warehouse type situation out here. 😩 SOS!

(The good news is that people are leaving a rainbow of positive post-its on our wall so that’s cute) https://t.co/vOHE6tHuMA",AOC,51,2019-04,1887,25832
Democrats,"When someone called a fmr Republican Congressman a “moron” at our televised town hall, I shut it down immediately - bc I believe our policies can win on merit, &amp; can be improved w/ productive discourse.

You know we’re winning when the GOP resort to vapid, personal insults ⬇️ https://t.co/2go7rRAzZI",AOC,50,2019-04,12438,72866
Democrats,"Hey Rep. Cheney,

I see from your dead people comment that you get your news from Facebook memes, but the National Constitution Center + Newsweek are just two of many places where you can clarify your misunderstanding of the history of the 22nd Amendment: https://t.co/Je6mHFJ687 https://t.co/np1XtgLpm1",AOC,46,2019-04,17591,95518
Democrats,"Truly can’t thank you all enough. The more we opt into small-$ giving, the less our system relies on corp lobbyists.

In a few hrs, we changed the game for swing-district members who stayed strong under pressure.

This is a major move that sends a strong, positive message.✨ TY! https://t.co/0RIKTMbaNL",AOC,50,2019-04,2270,12645
Democrats,"GOP taking every tweet so earnestly, making my point for me. It’s not an argument against the price of a croissant - it’s about the value of human worth.

But I guess that idea is foreign to them since their policies treat people as disposable anyway 🤷🏽‍♀️",AOC,47,2019-04,11862,95716
Democrats,"If one truly cared about reducing immigration to the United States, they would focus on global goals of peacekeeping, humanitariansim, and shared economic prosperity abroad.

Resilient people often migrate to the US fleeing war and violence, natural disaster, or extreme poverty. https://t.co/yS6bFM9JkX",AOC,42,2019-04,7364,32226
Democrats,"Croissants at LaGuardia are going for SEVEN DOLLARS A PIECE 😱

Yet some people think getting a whole hour of personal, dedicated human labor for $15 is too expensive??",AOC,29,2019-04,32371,190768
Democrats,"We got you, @JahanaHayesCT!

Your bravery and bright advocacy for Connecticut families on the floor of Congress deserves every bit of shine 🌟 https://t.co/J9z01Hym8e",AOC,24,2019-04,736,6174
Democrats,"We are blowing through our FEC goal tonight - $50,000 - in just a few hours.

All of it goes straight to cands who stood strong for working people, climate, gun safety, immigrant youth &amp;more.

Thank YOU all for proving that a different politics is possible.https://t.co/ujRYWSa5fH",AOC,46,2019-04,3494,20973
Democrats,"Truly incredible: in ~2 hours, we’ve raised $30,000 for 3 bold swing seat Dems.

This is politically powerful, bc it shows Dems that grassroots will mobilize time &amp; resources when we choose to act courageously.

Crazy, but can we do $50k before midnight?
https://t.co/ujRYWSa5fH",AOC,44,2019-04,2910,14950
Democrats,"3rd for today on the tandem is @MikeLevinCA.

I sang his praises yesterday, but his gutsy stance against fossil fuel lobbyists and bold work on climate change is seriously worth our support.

Let’s go in: https://t.co/ujRYWSa5fH",AOC,36,2019-03,892,5334
Democrats,"Next, let’s send some coin to @KatieHill4CA!

Rep. Hill is a strong, principled fighter on getting money out of politics. Her fortitude is one part of what makes her a great Vice Chair on Oversight.

She’s also kept her word on M4A. Let’s have her back: https://t.co/ujRYWSa5fH",AOC,47,2019-03,982,5863
Democrats,"First up: @JahanaHayesCT.

Jahana Hayes is a fmr Nat’l Teacher of the Year and has been kicking butt in Congress.

She ran a tough, bold campaign and hasn’t shied away from championing children and families.

Let’s go in and have her back: https://t.co/ujRYWSa5fH",AOC,43,2019-03,505,2807
Democrats,"🚨Hey everyone!

Tonight is a VERY important FEC fundraising deadline. GOP is targeting swing Dems already, &amp; their campaigns need early strength.

Today I’m going to ask that we chip in what we can 💸 to support some bold swing-seat Dems - all at once: https://t.co/ujRYWSa5fH",AOC,46,2019-03,2939,10694
Democrats,"“3 Mexican Countries.”

Just a reminder that these are the same folks who assert their superiority by belittling the intelligence and good faith of others.
https://t.co/7JA1kCdIoS https://t.co/CwINMXAarO",AOC,27,2019-03,24395,99791
Democrats,".@katieporteroc is a Financial Services hearings badass (look up her questioning) and her story as a survivor is a story of resilience.

She speaks truth to power on special interests and predatory banks.

Donate to her campaign here: https://t.co/6eOV72Ryta",AOC,39,2019-03,1585,8866
Democrats,"@LaurenUnderwood: A nurse by training and one of the straightest shooters in the freshman class. I love her frank, up-front, style about what’s important to her community and the country.

She’s a phenomenal, compassionate public servant.

Give here: https://t.co/4hN0CjDEoH",AOC,39,2019-03,1403,8375
Democrats,".@MikeLevinCA: A swing-seater who‘s a principled, tough advocate on climate change. He consistently speaks about the issues facing his community, and had a genuine passion for service that’s clear to anyone who meets him:

Give here: https://t.co/sZEeDI84nm",AOC,37,2019-03,1227,6739
Democrats,"The @DCCC’s new rule to blacklist+boycott anyone who does business w/ primary challengers is extremely divisive &amp; harmful to the party.

My recommendation, if you’re a small-dollar donor: pause your donations to DCCC &amp; give directly to swing candidates instead.

Some great ones:",AOC,43,2019-03,10100,39050
Democrats,"Important thread from @AyannaPressley on the @dccc’s decision to boycott businesses that offer services to primary candidates.

She is making important links here, showing how the party’s decision is an economically disempowering one to many communities ⬇️ https://t.co/qggjU64sa8",AOC,38,2019-03,985,4055
Democrats,"Solidarity &gt; “civility,” bc you can very civil while arguing for the inhumane + unacceptable. You can be “civil” while locking up kids &amp; drugging them in detention camps, or stripping people of their insulin or civil rights.

Civility is abt appearance. Solidarity is abt action.",AOC,46,2019-03,8348,40318
Democrats,"Fueling discord + scarcity is an effective tool for billionaires + the powerful, bc those are the most effective ways to turn working people against one another.

Solidarity, fighting for each other, &amp; addressing injustice is our path to economic dignity. https://t.co/NToVZV8CmH",AOC,42,2019-03,11098,52598
Democrats,"Some people peddle the myth that undocumented people are free riders.

Yet undocumented residents pay TONS in taxes💰to finance public services they can’t/don’t even use. Most don’t get tax refunds, either.

Correct this bogus argument. It’s rooted in “welfare queen” stereotypes. https://t.co/DsSo7xb4OE",AOC,42,2019-03,24086,68604
Democrats,".@hmcghee you CRUSHED it tonight! ⚡️

Make sure you watch the bonus #AOCAllIn Town Hall videos with @FlyingWithSara, President of the Association of Flight Attendants-CWA, AFL-CIO &amp; more ⬇️ https://t.co/Knq4aUVrlm",AOC,30,2019-03,996,6396
Democrats,"Let’s debate, not debase. ✌🏽 https://t.co/QqmRpT92NF",AOC,6,2019-03,6358,46222
Democrats,🤷🏽‍♀️ #AOCAllIn https://t.co/FChnXNXbDK,AOC,3,2019-03,7749,37023
Democrats,"Follow tonight’s convo using the hashtag #AOCAllin - the best part of tonight is the panelists and experts we’ve gathered to discuss our possibilities.

(Even a Republican came! 🤯)",AOC,29,2019-03,1340,10446
Democrats,"#GreenNewDeal Town Hall airs in 30 minutes! 8pm on MSNBC.

Here’s a sneak peek: https://t.co/u4DN5NqDYO",AOC,15,2019-03,3725,22088
Democrats,That’s okay - I’ll fight for their right to healthcare anyway. https://t.co/xvp76xoPVT,AOC,12,2019-03,28405,215160
Democrats,"Thank you for your support, leadership, and collaboration @SenMarkey!

Your work has paved the way for this #GreenNewDeal moment, and I am thankful for the opportunity to carry this resolution with you and help present it to the public. ♻️🌍👷🏽‍♂️ https://t.co/fomwlLzGQ2",AOC,41,2019-03,2215,14394
Democrats,"Let’s do this!

#GreenNewDeal Town Hall w/ @chrislhayes https://t.co/S90nyKuxGb",AOC,9,2019-03,3633,23313
Democrats,"🎶 Today’s morning jam: @TankandDaBangas’ Tiny Desk via @NPR 🎶

Happy Friday everyone! 🌞 https://t.co/4zA0COw1G5",AOC,15,2019-03,2125,15664
Democrats,"(I do have a soft spot for humor activism. Marie Antoinette also showed up to Secretary Wilbur “Let Them Eat Bridge Loans” Ross’ hearing, as well): https://t.co/kEdJZ8CYmU",AOC,27,2019-03,1492,16380
Democrats,"This week marked @cspan‘s 40th birthday, yet THEY are the ones giving US the gifts 😂🎁 https://t.co/rLhDVz6Wma",AOC,17,2019-03,5383,38088
Democrats,"@johniadarola @JaneMayerNYer Word. But someone’s got to care about growing the Dem base: the thing ppl don’t realize is that the House is where you can build turnout infrastructure to win Presidentials. When we don’t invest in blue-seat organizing in the House, we don’t get the turnout we need every 4 years.",AOC,52,2019-03,307,2469
Democrats,"It’s almost as though there is a directed + concerted far-right propaganda machine with a whole cable news channel, and a dark-money internet operation propped up by the Mercers et al dedicated to maligning me &amp; stoking nat’l division, reported on by @JaneMayerNYer or something https://t.co/HChBp04c8W",AOC,46,2019-03,7640,36161
Democrats,BREAKING: We had labneh https://t.co/ZAT15wx4ex,AOC,5,2019-03,6962,104298
Democrats,"Betsy DeVos “loves” the Special Olympics so much, she wants to cut federal funding for it.

She “loves” students so much, she changed rules to make campus sexual assault victims more vulnerable.

And she “loves” teachers so much she wants to cut student loan forgiveness, too. https://t.co/Jv20rTVIu4",AOC,47,2019-03,26065,97001
Democrats,Thank you @MartiGCummings for serving us #BabyShark smile realness today 😂🐬🏳️‍🌈 https://t.co/n8wZxFJxeM,AOC,12,2019-03,310,2393
Democrats,"@janesamikim @NyleDiMarco @clipomatic Thank you for recommending it! Several others had been DMing me on IG about it, but I had lost the name of the app in the sea of messages. When you told me in person I was able to recall&amp; download it.

You + those advocates are the main reason why I started captioning when I did!",AOC,60,2019-03,13,426
Democrats,"Watch this video. Abdul is truth-telling.

@AbdulElSayed, you need to run for something and join me out here because your voice is needed in these streets! https://t.co/HHFg2zMF9y",AOC,27,2019-03,3328,11972
Democrats,"One of the highlights of my day! Made me want an office pup 🐶

Other highlights:
- The middle schoolers who visited me w/ well-researched Qs on climate policy
- Voting to rebuke trans military ban (it passed ☺️🏳️‍🌈)
- The woman who visits my staff w/ cupcakes came by 🧁 (TY! 💕) https://t.co/A400sNwoOK",AOC,54,2019-03,3880,36113
Democrats,"Look at this picture.

When you’re looking at this photo, you’re looking at a mirror. This is America. This is Texas. This is our the course of action, the one we chose.

I cannot and will not accept it.

#EndFamilySeparation&amp;
#AbolishICE &amp;
#ReuniteFamilies &amp;
Stop #BackersOfHate https://t.co/Srz3QioP5H",AOC,47,2019-03,33118,87002
